Address,Cuisine_Type,Cuisines,Features,Location,Meals,Price,Price_Range,Restaurant,Special_Diets,Segment,Cuisine_Category
"2692 Government St, Mobile, AL 36606",,,,AL 36606,"Breakfast, Lunch, Dinner",,,McDonald's,,FSR,Food-Centric
"6403 Cottage Hill Rd, Mobile, AL 36695",,,,AL 36695,"Breakfast, Lunch, Dinner",,,Burger King,,FSR,Food-Centric
"307 N University Blvd, Mobile, AL 36688",,,,AL 36688,"Breakfast, Lunch",,,Einstein Bros. Bagels,,FSR,Food-Centric
"1110 Montlimar Dr Ste 158, Mobile, AL 36609-1721",,,,AL 36609-1721,"Breakfast, Lunch",,,The Corner Deli,,FSR,Food-Centric
"312 Schillinger Rd S Ste Z, Mobile, AL 36608-5033",Pizza,Pizza,,AL 36608-5033,,,,Little Caesars,,FSR,Food-Centric
"1330 Spring Hill Ave, Mobile, AL 36604-3230",,,,AL 36604-3230,"Lunch, Dinner",,,Tasty Wings,,FSR,Food-Centric
"4725 Moffett Rd Ste D, Mobile, AL 36618-2246",,,,AL 36618-2246,"Breakfast, Lunch, Dinner",,,Subway,,FSR,Food-Centric
"110 S University Drive, Mobile, AL 36608",,,,AL 36608,"Breakfast, Lunch, Dinner",,,Krystal,,FSR,Food-Centric
"8155 Cottage Hill Rd Suite C, Mobile, AL 36695-4965",,,,AL 36695-4965,,,,Iron Chef,,FSR,Food-Centric
"951 Montlimar Drive, Mobile, AL 36609",,,,AL 36609,"Breakfast, Lunch, Dinner",,,Sonic Drive-In,,FSR,Food-Centric
"5428 Halls Mill Rd, Mobile, AL 36619-8802",,,,AL 36619-8802,"Lunch, Dinner",,,Maria's at The Miroj,,FSR,Food-Centric
"1753 Spring Hill Ave, Mobile, AL 36607-3507",,,,AL 36607-3507,"Breakfast, Lunch, Dinner",,,Dunkin',,FSR,Food-Centric
"3171 Moffett Rd, Mobile, AL 36607-1703",,,,AL 36607-1703,"Lunch, Dinner",,,Church's Chicken,,FSR,Food-Centric
"5015 Moffett Rd, Mobile, AL 36618-2207",Pizza,Pizza,,AL 36618-2207,,$,$7 - $10,Godfather's Pizza,,LSR,Food-Centric
"10210 Airport Blvd, Mobile, AL 36608-9532","Bar,Grill,Pub","Bar, Grill, Pub",,AL 36608-9532,,,,Boondocks Bar & Grill,,Bar/Club,Beverage-Centric
"14 S Conception St, Mobile, AL 36602-2702","American,Diner","American, Diner",,AL 36602-2702,,$$ - $$$,$8 - $12,Truman's Diner,,FSR,Geography/Ethnic
"9220 Airport Blvd Ste B, Mobile, AL 36608-9551",,,,AL 36608-9551,,,,Key West Lounge,,FSR,Food-Centric
"8000 Airport Blvd, Mobile, AL 36608-9656","Bar,Pub","Bar, Pub",,AL 36608-9656,,,,Runway Billiards,,Bar/Club,Beverage-Centric
"5735 College Pkwy, Mobile, AL 36613-2842",Healthy,Healthy,,AL 36613-2842,,,,UMobile Dining,,FSR,Food-Centric
"3004 Dauphin Island Pkwy, Mobile, AL 36605-3835",Chinese,Chinese,,AL 36605-3835,,,,China Garden,,FSR,Geography/Ethnic
"5424 Hwy 90 W, Mobile, AL 36619",,,,AL 36619,"Breakfast, Lunch, Dinner",,,McDonald's,,FSR,Food-Centric
"3968 Airport Blvd Whole Foods, Mobile, AL 36608-2224",Cafe,Cafe,,AL 36608-2224,"Lunch, Dinner",,,Taqueria,,LSR,Beverage-Centric
"1102 Dr Martin L King Jr Ave, Mobile, AL 36603-5207",,,,AL 36603-5207,,,,Sam's Snow Biz,,FSR,Food-Centric
"1329B Forest Ridge Rd W, Mobile, AL 36618-2835",,,,AL 36618-2835,Dinner,,,Jazz Cafe',,FSR,Food-Centric
"3201 Hillcrest Rd, Mobile, AL 36695-3194",,,,AL 36695-3194,Lunch,,,Cafe 3201,,FSR,Food-Centric
"4180 Oak Ridge Ave, Mobile, AL 36619-1851",Cafe,Cafe,,AL 36619-1851,,,,Apothecary Cafe,,LSR,Beverage-Centric
"460 S Broad St, Mobile, AL 36603-1122","Mexican,Greek","Mexican, Greek",,AL 36603-1122,,,,Lupita Mexican Restaurant,,FSR,Geography/Ethnic
"6450 Cottage Hill Road, Mobile, AL 36695",,,,AL 36695,"Breakfast, Lunch, Dinner",,,Sonic Drive-In,,FSR,Food-Centric
"670 Schillinger Rd N, Mobile, AL 36608-5206",,,,AL 36608-5206,"Lunch, Dinner",,,Church's Chicken,,FSR,Food-Centric
"1725 Dauphin Island Pky, Mobile, AL 36605",,,,AL 36605,"Breakfast, Lunch, Dinner",,,Subway,,FSR,Food-Centric
"315 W Lee St, Mobile, AL 36611-1455",,,,AL 36611-1455,,,,Subway,,FSR,Food-Centric
"5713 Old Shell Rd, Mobile, AL 36608-3418",American,American,,AL 36608-3418,,$$ - $$$,$7 - $15,VooDoo Wing Co.,,FSR,Geography/Ethnic
"367 Azalea Rd, Mobile, AL 36609-1963",,,,AL 36609-1963,"Breakfast, Lunch, Dinner",,,McDonald's,,FSR,Food-Centric
"3875 Airport Blvd, Mobile, AL 36608",,,,AL 36608,"Breakfast, Lunch, Dinner",,,Burger King,,FSR,Food-Centric
"204 Dexter Ave, Mobile, AL 36604-1940",,,,AL 36604-1940,,,,Ellsworth Foods Incorporated,,FSR,Food-Centric
"472 Azalea Rd, Mobile, AL 36609-1653",Seafood,Seafood,,AL 36609-1653,,,,K&D Seafood,,FSR,Food-Centric
"3299 Bel Air Mall Ste G002, Mobile, AL 36606",,,,AL 36606,"Lunch, Dinner",,,Charleys Philly Steaks,,FSR,Food-Centric
"960 S Lawrence St, Mobile, AL 36603-2022",,,,AL 36603-2022,"Breakfast, Lunch",,,Mellow Yellow Kitchen,,FSR,Food-Centric
"2503 Saint Stephens Rd, Mobile, AL 36617-3549",,,,AL 36617-3549,,,,Atlanta Hot Wings & More,,FSR,Food-Centric
"3968 Airport Blvd Whole Foods, Mobile, AL 36608-2224","Bar,Barbecue,Pub","Bar, Barbecue, Pub",,AL 36608-2224,,,,Char Bar,,Bar/Club,Beverage-Centric
"3871 Airport Blvd Ste 101, Mobile, AL 36608",,,,AL 36608,"Lunch, Dinner",,,Domino's Pizza,,FSR,Food-Centric
"6358 Cottage Hill Rd, Mobile, AL 36609-3111","Japanese,Sushi,Asian","Japanese, Sushi, Asian, Grill",,AL 36609-3111,,$$ - $$$,$10 - $20,Little Tokyo,,FSR,Geography/Ethnic
"300 Azalea Rd, Mobile, AL 36609-1981",Spanish,Spanish,,AL 36609-1981,,,,Dominican Restaurant,,FSR,Geography/Ethnic
"2949 Saint Stephens Rd, Mobile, AL 36612-1245",,,,AL 36612-1245,"Lunch, Dinner",,,Domino's Pizza,,FSR,Food-Centric
"3354 Saint Stephens Rd, Mobile, AL 36612-1240",Vietnamese,Vietnamese,,AL 36612-1240,,,,Mekong,,FSR,Geography/Ethnic
"1956-E S University Blvd Suite E, Mobile, AL 36609",,,,AL 36609,"Breakfast, Lunch, Dinner",,,Subway,,FSR,Food-Centric
"3225 St Stephens Rd, Mobile, AL 36612",,,,AL 36612,"Breakfast, Lunch, Dinner",,,Hardee's,,FSR,Food-Centric
"1860 Airport Blvd, Mobile, AL 36606",,,,AL 36606,"Breakfast, Lunch, Dinner",,,Subway,,FSR,Food-Centric
"3472 Joe Treadwell Drive, Mobile, AL 36606",,,,AL 36606,,,,Mandarin Express,,FSR,Food-Centric
"2662 Government Blvd, Mobile, AL 36606-2602",Chinese,Chinese,,AL 36606-2602,,,,Beijing Sea-Food Restaurant,,FSR,Geography/Ethnic
"1654 Belfast St, Mobile, AL 36605-1747",,,,AL 36605-1747,,,,Honey Bunch Grille,,FSR,Food-Centric
"4610 Spring Hill Ave, Mobile, AL 36608-5726",Japanese,Japanese,,AL 36608-5726,,,,For Pete's Sake,,FSR,Geography/Ethnic
"5245 Rangeline Service Rd S, Mobile, AL 36619",Fast Food,Fast Food,,AL 36619,"Breakfast, Lunch, Dinner",,,Subway,,LSR,Food-Centric
"2351 Airport Blvd, Mobile, AL 36606-1708",Pizza,Pizza,,AL 36606-1708,"Lunch, Dinner",,,Pizza Downtown,,FSR,Food-Centric
"3309 Old Shell Rd, Mobile, AL 36607-2506",,,,AL 36607-2506,,,,Fitkits Food Truck,,FSR,Food-Centric
"3208 Joe Treadwell Drive, Mobile, AL 36606",,,,AL 36606,,,,Auntie Anne's,,FSR,Food-Centric
"2520 Government Blvd, Mobile, AL 36606-1603",,,,AL 36606-1603,,,,Captain D's Seafood Kitchen,,FSR,Food-Centric
"3116 Dauphin Island Pky, Mobile, AL 36605",,,,AL 36605,"Breakfast, Lunch, Dinner",,,McDonald's,,FSR,Food-Centric
"3299 Bel Air Mall Mobile, Mobile, AL 36606",,,,AL 36606,,,,Cinnabon,,FSR,Food-Centric
"3067 Dauphin St, Mobile, AL 36606",,,,AL 36606,"Breakfast, Lunch, Dinner",,,Subway,,FSR,Food-Centric
"951 Schillinger Rd N, Mobile, AL 36608-5223","American,Fast Food,Deli","American, Fast Food, Deli",,AL 36608-5223,,,,Subway,,LSR,Geography/Ethnic
"1330 Spring Hill Ave, Mobile, AL 36604-3230",,,,AL 36604-3230,,,,Fuse Kitchen,,FSR,Food-Centric
"4054 U.s. 90, Mobile, AL 36693",,,,AL 36693,,,,BrewHa's Pub & Grub,,FSR,Food-Centric
"2709 Spring Hill Ave, Mobile, AL 36607-2917",Seafood,Seafood,,AL 36607-2917,"Lunch, Dinner",,,Springhill Seafood,,FSR,Food-Centric
"27 N Royal St, Mobile, AL 36602-3801",,,,AL 36602-3801,"Breakfast, Lunch, Dinner",,,The Trellis Room,,FSR,Food-Centric
"102 Adams St, Mobile, AL 36602",,,,AL 36602,,,,Yesterday's Cafe,,FSR,Food-Centric
"2325 St. Stephens Road, Mobile, AL 36610",,,,AL 36610,"Lunch, Dinner",,,Church's Chicken,,FSR,Food-Centric
"7685 Moffett Rd, Mobile, AL 36618-4135",,,,AL 36618-4135,"Lunch, Dinner",,,Domino's Pizza,,FSR,Food-Centric
"1458 Duval St, Mobile, AL 36601",Chinese,Chinese,,AL 36601,"Breakfast, Lunch, Dinner",,,Mobile Chop Suey,,FSR,Geography/Ethnic
"10 Springdale Boulevard, Mobile, AL 36606",,,,AL 36606,Lunch,,,"Tanners Pecans & Candies, Inc.",,FSR,Food-Centric
"6036 Rock Point Rd, Mobile, AL 36605-9777",Deli,Deli,,AL 36605-9777,,,,Captain Ed's Dog River Deli,,FSR,Food-Centric
"1420 S Cody Rd, Mobile, AL 36695",,,,AL 36695,"Breakfast, Lunch, Dinner",,,Subway,,FSR,Food-Centric
"1275 Hillcrest Road, Mobile, AL 36695",,,,AL 36695,"Breakfast, Lunch, Dinner",,,Wendy's,,FSR,Food-Centric
"6500 Cottage Hill Rd, Mobile, AL 36695",American,American,,AL 36695,,,,Zaxby's,,FSR,Geography/Ethnic
"7745-A Moffat Rd, Mobile, AL 36618",Pizza,Pizza,,AL 36618,"Lunch, Dinner",,,Pizza Hut,,FSR,Food-Centric
"5003 Moffett Rd, Mobile, AL 36618-2207",,,,AL 36618-2207,"Breakfast, Lunch, Dinner",,,McDonald's,,FSR,Food-Centric
"8696 Cottage Hill Rd, Mobile, AL 36695-3612",Pizza,Pizza,,AL 36695-3612,,,,Little Caesars,,FSR,Food-Centric
"396 Azalea Rd, Mobile, AL 36609-1969","Italian,Pizza","Italian, Pizza",,AL 36609-1969,"Lunch, Dinner",$$ - $$$,$5 - $20,Valentinos Italian Cuisine,,FSR,Geography/Ethnic
"451 Bay Shore Ave, Mobile, AL 36607-1538",,,,AL 36607-1538,,,,South Boyee's Sports Cafe,,FSR,Food-Centric
"5460 Inn Rd, Mobile, AL 36619-1953",,,,AL 36619-1953,,,,Barnhill's,,FSR,Food-Centric
"3055 Old Shell Rd, Mobile, AL 36607-2609",,,,AL 36607-2609,,,,Oasis Cafe,,FSR,Food-Centric
"1981 St. Stephen Rd., Mobile, AL 36617",,,,AL 36617,"Lunch, Dinner",,,Babes Famous Hotdogs,,FSR,Food-Centric
"5701 Old Shell Rd, Mobile, AL 36608",,,,AL 36608,"Breakfast, Lunch, Dinner",,,Dunkin',,FSR,Food-Centric
"106 S University Blvd, Mobile, AL 36608",,,,AL 36608,"Lunch, Dinner",,,Dairy Queen Grill & Chill,,FSR,Food-Centric
"3851 Airport Blvd, Mobile, AL 36608-1689",,,,AL 36608-1689,,,,HoneyBaked Ham,,FSR,Food-Centric
"4000 Dauphin St Spring Hill College - Burke Memorial Library, Mobile, AL 36608-1780",,,,AL 36608-1780,"Breakfast, Lunch",,,Einstein Bros. Bagels,,FSR,Food-Centric
"2852 Dauphin Island Pkwy, Mobile, AL 36605-3800",Pizza,Pizza,,AL 36605-3800,,,,Little Caesars,,FSR,Food-Centric
"2291 St Stephens Rd, Mobile, AL 36617",,,,AL 36617,"Breakfast, Lunch, Dinner",,,McDonald's,,FSR,Food-Centric
"5369 U.s. 90, Mobile, AL 36619-4233",Thai,Thai,,AL 36619-4233,,,,Thai Fusion,,FSR,Geography/Ethnic
"Mobile Food Truck, Mobile, AL 36605",Barbecue,Barbecue,,AL 36605,Lunch,,,Ernest's BBQ Zone,,Bar/Club,Food-Centric
"3371 Dauphin Island Pkwy, Mobile, AL 36605-3829",Italian,Italian,,AL 36605-3829,Lunch,,,Miko's Italian Ice,,FSR,Geography/Ethnic
"2525 Emogene St, Mobile, AL 36606-1849",,,,AL 36606-1849,,,,Rear Pocket,,FSR,Food-Centric
"Sears Telecenter/Demetroplis Rd., Mobile, AL 36609",,,,AL 36609,Lunch,,,Cookn4u / Hotdogs R Us,,FSR,Food-Centric
"9948 Airport Blvd Ste 5, Mobile, AL 36608-9518",,,,AL 36608-9518,,,,Panda King,,FSR,Food-Centric
"3702 Saint Stephens Rd, Mobile, AL 36612-1226",,,,AL 36612-1226,,,,Sub King,,FSR,Food-Centric
"5017 Cottage Hill Road, Mobile, AL 36609",,,,AL 36609,"Lunch, Dinner",,,Church's Chicken,,FSR,Food-Centric
"1956 S University Blvd Ste B, Mobile, AL 36609-2929",,,,AL 36609-2929,"Lunch, Dinner",,,Sandbar Cafe,,FSR,Food-Centric
"570 Schillinger Rd S, Mobile, AL 36695-8905","American,Fast Food","American, Fast Food",,AL 36695-8905,,$,,Popeyes Louisiana Kitchen,,LSR,Geography/Ethnic
"8775 Jeff Hamilton Rd, Mobile, AL 36695-8331",,,,AL 36695-8331,"Lunch, Dinner",,,Ashterren Sassy Classy Cafe',,FSR,Food-Centric
"250 Saint Joseph St, Mobile, AL 36601-5500",,,,AL 36601-5500,,,,Snack Bar-Post Office,,FSR,Food-Centric
"5428 Halls Mill Rd In the Parking lot with Big Lots and Planet Fitness, Mobile, AL 36619-8802",American,American,,AL 36619-8802,"Lunch, Dinner",$,$7 - $10,Cowboys and Angels,,LSR,Geography/Ethnic
"1616 Government St, Mobile, AL 36604-1102",,,,AL 36604-1102,"Lunch, Dinner",,,Domino's Pizza,,FSR,Food-Centric
"1699 S Broad St, Mobile, AL 36615-1342",Pub,Pub,,AL 36615-1342,,,,Papa Buddha's,,Bar/Club,Beverage-Centric
"5701Q Moffett Rd Suite A, Mobile, AL 36618-2619",,,,AL 36618-2619,"Breakfast, Lunch, Dinner",,,Subway,,FSR,Food-Centric
"659 Government St, Mobile, AL 36602",,,,AL 36602,"Breakfast, Lunch, Dinner",,,Burger King,,FSR,Food-Centric
"1965 Dauphin Island Pkwy, Mobile, AL 36605",,,,AL 36605,"Lunch, Dinner",,,Checkers,,FSR,Food-Centric
"775 Schillinger Road South, Mobile, AL 36695",,,,AL 36695,"Lunch, Dinner",$,,KFC,,LSR,Food-Centric
"5212 Cottage Hill Rd Ste C, Mobile, AL 36609",Pizza,Pizza,,AL 36609,"Lunch, Dinner",$$ - $$$,$5 - $45,Papa John's Pizza,,FSR,Food-Centric
"5616 Three Notch Rd, Mobile, AL 36619-1724",,,,AL 36619-1724,"Lunch, Dinner",,,China Kitchen,,FSR,Food-Centric
"512 Wilson Ave Suite A, Mobile, AL 36610",,,,AL 36610,"Breakfast, Lunch, Dinner",,,Subway,,FSR,Food-Centric
"7775 Moffat Rd, Mobile, AL 36618",,,,AL 36618,"Breakfast, Lunch, Dinner",$,,Burger King,,LSR,Food-Centric
"475 Schillinger Rd South, Mobile, AL 36695",American,American,,AL 36695,"Breakfast, Lunch, Dinner",$,,Krystal,,LSR,Geography/Ethnic
"4354 Old Shell Rd G, Mobile, AL 36608",,,,AL 36608,"Lunch, Dinner",,,Pizza Hut,,FSR,Food-Centric
"3151 Dauphin St, Mobile, AL 36606-4081",,,,AL 36606-4081,"Lunch, Dinner",$$ - $$$,$7 - $15,Jersey Mike's Subs,,FSR,Food-Centric
"3821 Airport Blvd, Mobile, AL 36608-1619",Asian,Asian,,AL 36608-1619,,,,Kurabi Bubble Tea,,FSR,Geography/Ethnic
"710 Downtowner Loop W, Mobile, AL 36609-5504",Pizza,Pizza,Seating,AL 36609-5504,"Lunch, Dinner",$$ - $$$,,Chuck E. Cheese,,FSR,Food-Centric
"7730 Airport Blvd, Mobile, AL 36608",Mexican,Mexican,,AL 36608,"Lunch, Dinner",,,Taco Bell,,FSR,Geography/Ethnic
"1956 S University Blvd Ste G, Mobile, AL 36609-2929",Chinese,Chinese,,AL 36609-2929,"Lunch, Dinner",,,Mandarin Kitchen,,FSR,Geography/Ethnic
"1461 Springhill Avenue, Mobile, AL 36604",,,,AL 36604,"Breakfast, Lunch, Dinner",$,,Sonic Drive-In,,LSR,Food-Centric
"7885 Moffett Rd, Mobile, AL 36618-2619",Pizza,Pizza,,AL 36618-2619,,,,Little Ceaser's Pizza,,FSR,Food-Centric
"3957 Cottage Hill Road, Mobile, AL 36609",,,,AL 36609,"Breakfast, Lunch, Dinner",,,Wendy's,,FSR,Food-Centric
"3200 Springhill Ave, Mobile, AL 36607",,,,AL 36607,"Breakfast, Lunch, Dinner",,,Burger King,,FSR,Food-Centric
"7765 Airport Blvd D100, Mobile, AL 36608",,,,AL 36608,"Lunch, Dinner",,,Chipotle Mexican Grill,,FSR,Food-Centric
"2206 Airport Blvd Ste E, Mobile, AL 36606-1740",Chinese,Chinese,,AL 36606-1740,"Lunch, Dinner",$,,Golden Dragon,,LSR,Geography/Ethnic
"1851 Government St, Mobile, AL 36606-1627",American,American,,AL 36606-1627,,,,Waffle House,,FSR,Geography/Ethnic
"5623 Moffett Road, Mobile, AL 36618",,,,AL 36618,"Breakfast, Lunch, Dinner",,,Wendy's,,FSR,Food-Centric
"3206 Dauphin Street, Mobile, AL 36606",,,,AL 36606,"Lunch, Dinner",,,Checkers,,FSR,Food-Centric
"1914 Government Blvd, Mobile, AL 36606",,,,AL 36606,"Breakfast, Lunch, Dinner",,,Krystal,,FSR,Food-Centric
"3736 Airport Blvd, Mobile, AL 36608-1618",Chinese,Chinese,Delivery,AL 36608-1618,"Lunch, Dinner",,,China Wok,,FSR,Geography/Ethnic
"281 Schillinger Rd, Mobile, AL 36608",,,,AL 36608,"Breakfast, Lunch, Dinner",$,,McDonald's,,LSR,Food-Centric
"2308 Airport Blvd, Mobile, AL 36606-1707",Pizza,Pizza,,AL 36606-1707,,,,Little Caesars,,FSR,Food-Centric
"7765 Airport Blvd Ste E, Mobile, AL 36608-4507",Pizza,Pizza,,AL 36608-4507,"Lunch, Dinner",,,Domino's Pizza,,FSR,Food-Centric
"Mobile Regional Airport, Mobile, AL 36608",,,,AL 36608,,,,Cruise City Bar & Grill,,FSR,Food-Centric
"9910 Tanner Williams Rd, Mobile, AL 36608-9756",Pizza,Pizza,,AL 36608-9756,,,,Pizza Inn,,FSR,Food-Centric
"680 University Blvd. South, Mobile, AL 36609",,,,AL 36609,"Lunch, Dinner",,,Pizza Hut,,FSR,Food-Centric
"5451 Halls Mill Rd, Mobile, AL 36619-8801",,,,AL 36619-8801,,,,King Super Buffet,,FSR,Food-Centric
"260 Azalea Rd, Mobile, AL 36609-1902",,,,AL 36609-1902,"Lunch, Dinner",,,Cinco de Mayo Mexican Cantina,,FSR,Food-Centric
"3156 Airport Blvd, Mobile, AL 36606-3803",Chinese,Chinese,,AL 36606-3803,,,,China Wok,,FSR,Geography/Ethnic
"2502 Schillinger Rd S Ste 4, Mobile, AL 36695-4126",Chinese,Chinese,,AL 36695-4126,,,,China One,,FSR,Geography/Ethnic
"6300 Grelot Rd Ste K, Mobile, AL 36609-3602","Chinese,Asian","Chinese, Asian","Delivery, Takeout",AL 36609-3602,"Lunch, Dinner",$,,Panda Haven,,LSR,Geography/Ethnic
"720 Schillinger Rd S, Mobile, AL 36695",Sushi,Sushi,"Seating, Table Service, Wheelchair Accessible",AL 36695,"Lunch, Dinner",$$ - $$$,,Sushi 9 Thai & Japanese Restaurant,,FSR,Food-Centric
"6372 Cottage Hill Rd, Mobile, AL 36609-3111",Chinese,Chinese,,AL 36609-3111,,,,Wok Express,,FSR,Geography/Ethnic
"2850 Springhill Ave, Mobile, AL 36607",American,American,,AL 36607,"Lunch, Dinner",,,KFC,,FSR,Geography/Ethnic
"2415 Schillinger Rd South, Mobile, AL 36695",,,,AL 36695,"Breakfast, Lunch, Dinner",,,McDonald's,,FSR,Food-Centric
"5000 Moffett Rd, Mobile, AL 36618",Mexican,Mexican,,AL 36618,"Lunch, Dinner",,,Taco Bell,,FSR,Geography/Ethnic
"350 Mobile St Student Center, Mobile, AL 36608",American,American,,AL 36608,"Breakfast, Lunch, Dinner",,,Chick-fil-A,,FSR,Geography/Ethnic
"1754 Dauphin Island Pkwy, Mobile, AL 36605-3067","Belgian,European","Belgian, European",,AL 36605-3067,,,,Waffle House,,FSR,Geography/Ethnic
"8155 Cottage Hill Rd, Mobile, AL 36695-4965",Sushi,Sushi,,AL 36695-4965,"Lunch, Dinner",,,Yum Yum Sushi,,FSR,Food-Centric
"7450 Airport Blvd Suite A, Mobile, AL 36608",Vegetarian Friendly,,,AL 36608,"Breakfast, Lunch, Dinner",$,$5 - $20,Tropical Smoothie Cafe,Vegetarian Friendly,LSR,Food-Centric
"9900 Airport Blvd, Mobile, AL 36608",,,,AL 36608,"Breakfast, Lunch, Dinner",,,McDonald's,,FSR,Food-Centric
"3299 Bel Air Mall, Mobile, AL 36606-3202",Deli,Deli,,AL 36606-3202,,,,Boston Subs,,FSR,Food-Centric
"3428 Spring Hill Ave, Mobile, AL 36608-1523",Diner,Diner,"Takeout, Seating, Wheelchair Accessible",AL 36608-1523,"Breakfast, Lunch, Dinner",$,,Waffle House,,LSR,Food-Centric
"6305 Cottage Hill Rd #a, Mobile, AL 36609",Deli,Deli,,AL 36609,"Breakfast, Lunch, Dinner",,,Subway,,FSR,Food-Centric
"3119 Moffet Rd, Mobile, AL 36607",,,,AL 36607,"Breakfast, Lunch, Dinner",,,McDonald's,,FSR,Food-Centric
"565 Government St, Mobile, AL 36602",American,American,,AL 36602,"Breakfast, Lunch, Dinner",$,,Hardee's,,LSR,Geography/Ethnic
"2206 Airport Blvd, Mobile, AL 36606-1740",Pizza,Pizza,,AL 36606-1740,,$$ - $$$,,Hungry Howie's Pizza,,FSR,Food-Centric
"5601 Old Shell Rd, Mobile, AL 36608",,,,AL 36608,"Breakfast, Lunch, Dinner",,,McDonald's,,FSR,Food-Centric
"2423 Schillinger Rd S Bldg 2, Mobile, AL 36695-4136",,,,AL 36695-4136,,$,,Waffle House,,LSR,Food-Centric
"70 N Joachim St, Mobile, AL 36602-2909",,,,AL 36602-2909,,,,Handy's Hickory House,,FSR,Food-Centric
"3968 Airport Blvd, Mobile, AL 36608-2224",Cafe,Cafe,,AL 36608-2224,"Breakfast, Lunch, Dinner",$$ - $$$,$5 - $15,Whole Foods Market,,LSR,Beverage-Centric
"3739 Airport Blvd, Mobile, AL 36608-1617",,,,AL 36608-1617,"Lunch, Dinner",,,Arby's,,FSR,Food-Centric
"3912 Airport Blvd, Mobile, AL 36608-1622",,,"Takeout, Seating, Highchairs Available, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Wheelchair Accessible, Table Service",AL 36608-1622,"Dinner, Breakfast, Lunch, Brunch",$,,IHOP,,LSR,Food-Centric
"6404 Airport Blvd., Mobile, AL 36608",,,,AL 36608,"Lunch, Dinner",,,Checkers,,FSR,Food-Centric
"3246 Dauphin Street, Mobile, AL 36606",Mexican,Mexican,,AL 36606,"Lunch, Dinner",,,Taco Bell,,FSR,Geography/Ethnic
"3949 Government Blvd, Mobile, AL 36693",,,,AL 36693,"Breakfast, Lunch, Dinner",,,Burger King,,FSR,Food-Centric
"5446 Highway 90 W, Mobile, AL 36619",,,,AL 36619,"Breakfast, Lunch, Dinner",,,Krystal,,FSR,Food-Centric
"1899 Government St A, Mobile, AL 36606",Pizza,Pizza,,AL 36606,"Lunch, Dinner",,,Pizza Hut,,FSR,Food-Centric
"3242 Dauphin St, Mobile, AL 36606-4001",Seafood,Seafood,,AL 36606-4001,,,,Sally's Seafood,,FSR,Food-Centric
"2502 Schillinger Rd Ste 1, Mobile, AL 36695",Pizza,Pizza,,AL 36695,"Lunch, Dinner",,,Pizza Hut,,FSR,Food-Centric
"3725 Airport Blvd Ste 203, Mobile, AL 36608-1633","Chinese,Sushi,Asian","Chinese, Asian, Sushi","Seating, Wheelchair Accessible, Takeout",AL 36608-1633,"Lunch, Dinner",$,,China Super Buffet,,LSR,Geography/Ethnic
"101 N Water St Inside the YMCA, Mobile, AL 36602","American,Deli","American, Deli",,AL 36602,Lunch,,,Nourish Cafe,,FSR,Geography/Ethnic
"5328 Gunn Rd, Mobile, AL 36619-7018",,,,AL 36619-7018,"Lunch, Dinner",,,The Ranch House,,FSR,Food-Centric
"5100 Girby Rd, Mobile, AL 36693-5038",,,,AL 36693-5038,"Lunch, Dinner",,,Patches Lounge,,FSR,Food-Centric
"3262 Dauphin St, Mobile, AL 36606-4002",,,,AL 36606-4002,,,,Waffle House,,FSR,Food-Centric
"3461 Springhill Ave. Ste C, Mobile, AL 36608",,,,AL 36608,"Breakfast, Lunch, Dinner",,,Subway,,FSR,Food-Centric
"1966 Government St, Mobile, AL 36606-1634",Fast Food,Fast Food,,AL 36606-1634,,,,Popeyes Louisiana Kitchen,,LSR,Food-Centric
"2423 Schillinger Rd S Suite 109, Mobile, AL 36695-4136",Japanese,Japanese,,AL 36695-4136,"Lunch, Dinner",,,Japanese Express,,FSR,Geography/Ethnic
"326 Azalea Rd, Mobile, AL 36609-1969",Mediterranean,Mediterranean,,AL 36609-1969,"Lunch, Dinner",,,Galilee Cafe,,FSR,Geography/Ethnic
"3222 Airport Blvd The Shoppes at Bel Air, Mobile, AL 36606-3802",Japanese,Japanese,,AL 36606-3802,,,,Happy Sushi,,FSR,Geography/Ethnic
"3075 Government Blvd Suite B100, Mobile, AL 36606-2637",,,,AL 36606-2637,"Breakfast, Lunch, Dinner",,,Starbucks,,FSR,Food-Centric
